trial,generation,bestSize,runtime,profit,distance,structureDistance,plan,scenario,averageSize
4,4,20,11040,5207.501359200004,6.8171351351351355,5.427817817817818,short,requestsfourserv,27.0
4,5,20,13649,5207.501359200004,7.317557557557557,5.770462462462462,short,requestsfourserv,28.0
4,6,20,16940,5225.231964000004,8.05276076076076,6.319183183183183,short,requestsfourserv,29.0
4,7,20,26431,5225.231964000004,8.61069069069069,6.624256256256256,short,requestsfourserv,29.0
4,8,20,21534,5225.231964000004,8.316254254254254,6.206324324324324,short,requestsfourserv,29.0
4,9,20,27442,5225.231964000004,8.036624624624624,5.889359359359359,short,requestsfourserv,29.0
4,10,20,30919,5225.231964000004,8.047323323323324,5.924578578578578,short,requestsfourserv,29.0
4,11,20,32899,5225.231964000004,8.102184184184184,6.021705705705705,short,requestsfourserv,29.0
4,12,20,33777,5225.231964000004,8.31894094094094,6.281069069069069,short,requestsfourserv,29.0
4,13,20,71418,5225.231964000004,8.150058058058057,6.212476476476477,short,requestsfourserv,29.0
4,14,20,35670,5225.231964000004,8.20985985985986,6.355193193193193,short,requestsfourserv,30.0
4,15,20,38652,5225.231964000004,8.042524524524525,6.1107667667667664,short,requestsfourserv,30.0
4,16,20,33676,5225.231964000004,7.829365365365366,5.999349349349349,short,requestsfourserv,30.0
4,17,20,36301,5225.231964000004,6.848406406406406,5.209545545545546,short,requestsfourserv,31.0
4,18,20,35780,5225.231964000004,6.02952952952953,4.504892892892893,short,requestsfourserv,32.0
4,19,20,33751,5225.231964000004,6.004066066066066,4.540292292292293,short,requestsfourserv,31.0
4,20,20,33667,5225.231964000004,5.68561961961962,4.113505505505506,short,requestsfourserv,32.0
4,21,20,29539,5225.231964000004,5.543493493493494,4.027813813813814,short,requestsfourserv,32.0
